Company,Question ID,From Sentences,Unit,Value
Reenova Investment Holding Limited_report,B-SOC_AGD_CEA_B35,"table: employee breakdown 2022 vs 2021 indicator: by gender indicator: male, 2022: 35, 2021: 48, unit: person indicator: female, 2022: 35, 2021: 37, unit: person indicator: by age distribution indicator: under 30, 2022: 5, 2021: 8, unit: person indicator: 30 to 50, 2022: 43, 2021: 51, unit: person indicator: above 50, 2022: 22, 2021: 26, unit: person indicator: by employee category indicator: senior management, 2022: 9, 2021: 10, unit: person indicator: middle management, 2022: 38, 2021: 47, unit: person indicator: general staff, 2022: 23, 2021: 28, unit: person indicator: by geographical region indicator: southern china region, 2022: 40, 2021: 44, unit: person indicator: northeastern china region, 2022: 13, 2021: 19, unit: person indicator: northern china region, 2022: 4, 2021: 7, unit: person indicator: eastern china region, 2022: 3, 2021: 3, unit: person indicator: southwestern china region, 2022: 2, 2021: 3, unit: person indicator: hong kong, 2022: 8, 2021: 9, unit: person table end.",percentage,61.4%
Reenova Investment Holding Limited_report,B-SOC_AGD_CEA_A50,"table: employee breakdown 2022 vs 2021 indicator: by gender indicator: male, 2022: 35, 2021: 48, unit: person indicator: female, 2022: 35, 2021: 37, unit: person indicator: by age distribution indicator: under 30, 2022: 5, 2021: 8, unit: person indicator: 30 to 50, 2022: 43, 2021: 51, unit: person indicator: above 50, 2022: 22, 2021: 26, unit: person indicator: by employee category indicator: senior management, 2022: 9, 2021: 10, unit: person indicator: middle management, 2022: 38, 2021: 47, unit: person indicator: general staff, 2022: 23, 2021: 28, unit: person indicator: by geographical region indicator: southern china region, 2022: 40, 2021: 44, unit: person indicator: northeastern china region, 2022: 13, 2021: 19, unit: person indicator: northern china region, 2022: 4, 2021: 7, unit: person indicator: eastern china region, 2022: 3, 2021: 3, unit: person indicator: southwestern china region, 2022: 2, 2021: 3, unit: person indicator: hong kong, 2022: 8, 2021: 9, unit: person table end.",percentage,31.4%
Reenova Investment Holding Limited_report,B-SOC_AGD_NHI_U30,"table: staff distribution by gender, age, and region 2021-2022 indicator: by gender indicator: male, 2022: 16.47, 2021: 12.97, unit: % indicator: female, 2022: 4.70, 2021: 6.49, unit: % indicator: by age distribution indicator: under 30, 2022: 1.18, 2021: 1.08, unit: % indicator: 30 to 50, 2022: 14.11, 2021: 17.30, unit: % indicator: above 50, 2022: 5.88, 2021: 1.08, unit: % indicator: by geographical region indicator: southern china region, 2022: 10.59, 2021: 17.30, unit: % indicator: northern china region, 2022: 10.58, 2021: 2.16, unit: % table end.",percentage,5.9%
Reenova Investment Holding Limited_report,B-SOC_AGD_NHI_B35,"table: staff distribution by gender, age, and region 2021-2022 indicator: by gender indicator: male, 2022: 16.47, 2021: 12.97, unit: % indicator: female, 2022: 4.70, 2021: 6.49, unit: % indicator: by age distribution indicator: under 30, 2022: 1.18, 2021: 1.08, unit: % indicator: 30 to 50, 2022: 14.11, 2021: 17.30, unit: % indicator: above 50, 2022: 5.88, 2021: 1.08, unit: % indicator: by geographical region indicator: southern china region, 2022: 10.59, 2021: 17.30, unit: % indicator: northern china region, 2022: 10.58, 2021: 2.16, unit: % table end.",percentage,70.6%
Reenova Investment Holding Limited_report,B-SOC_AGD_NHI_A50,"table: staff distribution by gender, age, and region 2021-2022 indicator: by gender indicator: male, 2022: 16.47, 2021: 12.97, unit: % indicator: female, 2022: 4.70, 2021: 6.49, unit: % indicator: by age distribution indicator: under 30, 2022: 1.18, 2021: 1.08, unit: % indicator: 30 to 50, 2022: 14.11, 2021: 17.30, unit: % indicator: above 50, 2022: 5.88, 2021: 1.08, unit: % indicator: by geographical region indicator: southern china region, 2022: 10.59, 2021: 17.30, unit: % indicator: northern china region, 2022: 10.58, 2021: 2.16, unit: % table end.",percentage,29.4%
Reenova Investment Holding Limited_report,B-SOC_AGD_TOR_U30,"table: staff distribution by gender, age, and region 2021-2022 indicator: by gender indicator: male, 2022: 16.47, 2021: 12.97, unit: % indicator: female, 2022: 4.70, 2021: 6.49, unit: % indicator: by age distribution indicator: under 30, 2022: 1.18, 2021: 1.08, unit: % indicator: 30 to 50, 2022: 14.11, 2021: 17.30, unit: % indicator: above 50, 2022: 5.88, 2021: 1.08, unit: % indicator: by geographical region indicator: southern china region, 2022: 10.59, 2021: 17.30, unit: % indicator: northern china region, 2022: 10.58, 2021: 2.16, unit: % table end.",percentage,5.9%
Reenova Investment Holding Limited_report,B-SOC_AGD_TOR_B35,"table: staff distribution by gender, age, and region 2021-2022 indicator: by gender indicator: male, 2022: 16.47, 2021: 12.97, unit: % indicator: female, 2022: 4.70, 2021: 6.49, unit: % indicator: by age distribution indicator: under 30, 2022: 1.18, 2021: 1.08, unit: % indicator: 30 to 50, 2022: 14.11, 2021: 17.30, unit: % indicator: above 50, 2022: 5.88, 2021: 1.08, unit: % indicator: by geographical region indicator: southern china region, 2022: 10.59, 2021: 17.30, unit: % indicator: northern china region, 2022: 10.58, 2021: 2.16, unit: % table end.",percentage,70.6%
Reenova Investment Holding Limited_report,B-SOC_AGD_TOR_A50,"table: staff distribution by gender, age, and region 2021-2022 indicator: by gender indicator: male, 2022: 16.47, 2021: 12.97, unit: % indicator: female, 2022: 4.70, 2021: 6.49, unit: % indicator: by age distribution indicator: under 30, 2022: 1.18, 2021: 1.08, unit: % indicator: 30 to 50, 2022: 14.11, 2021: 17.30, unit: % indicator: above 50, 2022: 5.88, 2021: 1.08, unit: % indicator: by geographical region indicator: southern china region, 2022: 10.59, 2021: 17.30, unit: % indicator: northern china region, 2022: 10.58, 2021: 2.16, unit: % table end.",percentage,29.4%
Reenova Investment Holding Limited_report,B-SOC_DEV_ATH_M,"table: average training hours completed by gender and category indicator: by gender indicator: male, 2022: 43.52, 2021: 43.13, unit: hours of training per employee indicator: female, 2022: 42.32, 2021: 47.32, unit: hours of training per employee indicator: by employee category indicator: senior management, 2022: 17.80, 2021: 18.90, unit: hours of training per employee indicator: middle management, 2022: 44.10, 2021: 47.32, unit: hours of training per employee indicator: general staff, 2022: 50.80, 2021: 65.12, unit: hours of training per employee table end.",hours,43.52
Reenova Investment Holding Limited_report,B-SOC_DEV_ATH_F,"table: average training hours completed by gender and category indicator: by gender indicator: male, 2022: 43.52, 2021: 43.13, unit: hours of training per employee indicator: female, 2022: 42.32, 2021: 47.32, unit: hours of training per employee indicator: by employee category indicator: senior management, 2022: 17.80, 2021: 18.90, unit: hours of training per employee indicator: middle management, 2022: 44.10, 2021: 47.32, unit: hours of training per employee indicator: general staff, 2022: 50.80, 2021: 65.12, unit: hours of training per employee table end.",hours,42.32
Reenova Investment Holding Limited_report,B-SOC_OHS_FAT,"during the year, no work-related fatalities with regard to occupational health and safety were reported and there were no lost days due to injury.",number,0
Reenova Investment Holding Limited_report,B-SOC_OHS_HCI,"during the year, no work-related fatalities with regard to occupational health and safety were reported and there were no lost days due to injury.",number,0
Reenova Investment Holding Limited_report,B-SOC_OHS_REC,"during the year, no work-related fatalities with regard to occupational health and safety were reported and there were no lost days due to injury.",number,0
Reenova Investment Holding Limited_report,B-SOC_OHS_RWI,"during the year, no work-related fatalities with regard to occupational health and safety were reported and there were no lost days due to injury.",number,0
Reenova Investment Holding Limited_report,B-GOV_BOC_BIN,"the board currently comprises nine members consisting of four executive directors, two non-executive directors, and three independent non-executive directors.",percentage,33.3%
Reenova Investment Holding Limited_report,B-GOV_BOC_WOB,"as of this report's date, the board comprised one female director and the rest male.",percentage,11.1%
Reenova Investment Holding Limited_report,B-GOV_MAD_WMT,"as of this report's date, the board comprised one female director and the rest male.senior management comprised 7 males and 2 females; among the 70 full-time employees, the male-to-female ratio was approximately 1:1.",percentage,22.2%
Reenova Investment Holding Limited_report,B-GOV_ETB_ACD,"during fy2022, the group conducted one 2021: one staff training on anti-corruption and anti-money laundering, with a total of 38 2021: 41 participants, covering the topics including contractual anti-bribery, internet security, critical compliance obligations, insider information control, and other common issues.",number,1
Reenova Investment Holding Limited_report,B-GOV_ETB_ACT_N,"during fy2022, the group conducted one 2021: one staff training on anti-corruption and anti-money laundering, with a total of 38 2021: 41 participants, covering the topics including contractual anti-bribery, internet security, critical compliance obligations, insider information control, and other common issues.",number,38
Reenova Investment Holding Limited_report,B-GOV_ETB_ACT_P,"during fy2022, the group conducted one 2021: one staff training on anti-corruption and anti-money laundering, with a total of 38 2021: 41 participants, covering the topics including contractual anti-bribery, internet security, critical compliance obligations, insider information control, and other common issues.as at 31 march 2022, the group had a total of 70 2021: 85 full-time employees.",percentage,54.3%
Reenova Investment Holding Limited_report,B-GOV_CER_LRC,"in 2005, the group was one of the first chinese real estate enterprises to join the u.s. green building council, while the group's beijing silo city project was the first project in china to apply the leadership in energy and environmental design for neighbourhood development certification.in 2013, the group's chongqing silo city was awarded the “chongqing golden green building design label certificate”, and achieved the “national two-star green building design label certificate” issued by the ministry of housing and urban-rural development, thus becoming chongqing's first golden green healthy residence project and national two-star building label project.",certifications,"LEED ND, Chongqing Golden Green Building Design Label Certificate, National Two-Star Green Building Design Label Certificate"
Reenova Investment Holding Limited_report,B-GOV_ALF_AFD,"this environmental, social and governance “esg” report the “esg report” demonstrates the group’s concept and practice for sustainable development and social responsibility to its stakeholders from both environmental and social aspects.reporting scope the scope of this report is consistent with that of the annual report, with a focus on disclosing the performance of the group with respect to esg concepts and practice during fy2022.this esg report was prepared in accordance with the environmental, social and governance reporting guide the “esg reporting guide” as set out in appendix 27 to the listing rules and with the application of the following reporting principles: materiality: assessment was conducted to diagnose materiality of the esg issues during fy2022, thereby adopting the material issues as the focus of the esg report.",Frameworks and Disclosure Practices,"Appendix 27 to the Listing Rules, Materiality Assessment"
Reenova Investment Holding Limited_report,B-GOV_ASS_ASR,"This section does not specify whether an assurance conclusion has been obtained for the sustainability report.  Therefore, I cannot provide an answer to the question.",assurance type,Not Available
United Overseas Bank Limited_report,B-ENV_GHG_AET,"total scope 1, scope 2 location-based, scope 3 emissions: 79.083 thousand tonnes of carbon dioxide equivalent total scope 1, scope 2 market-based, scope 3 emissions: 10.905 thousand tonnes of carbon dioxide equivalent",thousand tonnes of carbon dioxide equivalent,79.083
United Overseas Bank Limited_report,B-ENV_GHG_AE1,"scope 1: refrigerants, 2022: 2.5, scope 1: fuel combustion, 2022: 0.3, scope 1: owned/leased vehicles, 2022: 2.9, scope 1: total , 2022: 5.8",thousand tonnes of carbon dioxide equivalent,5.8
United Overseas Bank Limited_report,B-ENV_GHG_AE2,"scope 2 location-based: total , 2022: 69.3",thousand tonnes of carbon dioxide equivalent,69.3
United Overseas Bank Limited_report,B-ENV_GHG_AE3,"scope 3: air travel, 2022: 4.0",thousand tonnes of carbon dioxide equivalent,4.0
United Overseas Bank Limited_report,B-ENV_GHG_EIT,"scope 1 and 2 location-based including data centres, 2022: 121.1",kg CO2e per square meter of floor space,121.1
United Overseas Bank Limited_report,B-ENV_GHG_EI1,"Our targets are to reduce emissions intensity, or reduced emissions per unit of sector output.",kg CO2e per unit of sector output,This information is not available.  The report provides overall Scope 1 emissions but does not break down the intensity by sector-specific metrics.
United Overseas Bank Limited_report,B-ENV_GHG_EI2,"scope 2 location-based including data centres, 2022: 112.1",kg CO2e per square meter of floor space,112.1
United Overseas Bank Limited_report,B-ENV_GHG_EI3,This information is not available. The report provides the total Scope 3 emissions but does not give a breakdown by an organisation-specific metric.,Not specified,Not specified
United Overseas Bank Limited_report,B-ENV_ENC_TEC,"Our energy consumption across the region reduced by 2.3 per cent as compared with 2018, totalling 135.3 gigawatt-hours of training per employee gigawatt-hours.",gigawatt-hours,135.3
United Overseas Bank Limited_report,B-ENV_ENC_ECI,"overall energy use intensity, measured in kilowatt-hours per square metre m² of floor space, improved by 14.2 per cent over the same period. excluding data centres, the energy use intensity of our offices and branches reduced by 16.7 per cent.",kilowatt-hours per square meter,218.4
United Overseas Bank Limited_report,B-ENV_WAC_TWC,"Our water consumption in 2022 decreased by 5.8 per cent to 497,600 cubic meters when compared with 2018.",cubic meters,497600
United Overseas Bank Limited_report,B-ENV_WAC_WCI,overall water consumption intensity measured in cubic meters of water per m² of floor space improved by 21.3 per cent over the same period.,cubic meters per square meter,0.8
United Overseas Bank Limited_report,B-ENV_WAG_TWG,"of the 2,585 total weight of recycled waste, including electronic waste of waste generated in 2022, 32.5 per cent was recycled and 33.6 per cent was processed at waste-to-energy incineration plants.",tons,2585
United Overseas Bank Limited_report,B-SOC_GED_CEG_M,"across the group, there are 49 nationalities represented by our colleagues. promoting gender diversity across the group category: total workforce, women: 61.3%, men: 38.7%",percent,38.7
United Overseas Bank Limited_report,B-SOC_GED_CEG_F,"across the group, there are 49 nationalities represented by our colleagues. promoting gender diversity across the group category: total workforce, women: 61.3%, men: 38.7%",percent,61.3
United Overseas Bank Limited_report,B-SOC_GED_NHG_M,"promoting gender diversity across the group category: new hires, women: 57.6%, men: 42.4%",percent,42.4
United Overseas Bank Limited_report,B-SOC_GED_NHG_F,"promoting gender diversity across the group category: new hires, women: 57.6%, men: 42.4%",percent,57.6
United Overseas Bank Limited_report,B-SOC_GED_ETG_M,"number and percentage % of employee attrition by gender year: 2022, male: 1,923 42.0% , female: 2,657 58.0% , total: 4,580 100%",percent,42.0
United Overseas Bank Limited_report,B-SOC_GED_ETG_F,"number and percentage % of employee attrition by gender year: 2022, male: 1,923 42.0% , female: 2,657 58.0% , total: 4,580 100%",percent,58.0
United Overseas Bank Limited_report,B-SOC_AGD_CEA_U30,"number and percentage % of employees by age group and gender % age group: <30 years old, gender: male, 2022: 35.4, 2021: 34.3, 2020: 34.5, 2019: 36.6, 2018: 35.9 gender: female, 2022: 64.6, 2021: 65.7, 2020: 65.5, 2019: 63.4, 2018: 64.1",percent,100
United Overseas Bank Limited_report,B-SOC_AGD_CEA_B35,"number and percentage % of employees by age group and gender % age group: 30-50 years old, gender: male, 2022: 39.5, 2021: 39.5, 2020: 39.8, 2019: 39.9, 2018: 39.3 gender: female, 2022: 60.5, 2021: 60.5, 2020: 60.2, 2019: 60.1, 2018: 60.7",percent,100
United Overseas Bank Limited_report,B-SOC_AGD_CEA_A50,"number and percentage % of employees by age group and gender % age group: 50 years old, gender: male, 2022: 38.4, 2021: 38.0, 2020: 38.8, 2019: 39.4, 2018: 40.1 gender: female, 2022: 61.6, 2021: 62.0, 2020: 61.2, 2019: 60.6, 2018: 59.9",percent,100
United Overseas Bank Limited_report,B-SOC_AGD_NHI_U30,"number and percentage % of new employee hires by age group age group: <30 years old, 2022: 2,661 42.6% , 2021: 1,528 47.9% , 2020: 934 51.1% , 2019: 3,036 49.4% , 2018: 3,735 51.7%",percent,42.6
United Overseas Bank Limited_report,B-SOC_AGD_NHI_B35,"number and percentage % of new employee hires by age group age group: 30-50 years old, 2022: 3,367 53.9% , 2021: 1,567 49.1% , 2020: 833 45.5% , 2019: 2,751 44.8% , 2018: 3,132 43.4%",percent,53.9
United Overseas Bank Limited_report,B-SOC_AGD_NHI_A50,"number and percentage % of new employee hires by age group age group: 50 years old, 2022: 216 3.5% , 2021: 94 3.0% , 2020: 62 3.4% , 2019: 359 5.8% , 2018: 353 4.9%",percent,3.5
United Overseas Bank Limited_report,B-SOC_AGD_TOR_U30,"number and percentage % of employee attrition by age group 24 year: 2022, <30 years old: 1,457 31.8% , 30-50 years old: 2,755 60.2% , 50 years old: 368 8.0%",percent,31.8
United Overseas Bank Limited_report,B-SOC_AGD_TOR_B35,"number and percentage % of employee attrition by age group 24 year: 2022, <30 years old: 1,457 31.8% , 30-50 years old: 2,755 60.2% , 50 years old: 368 8.0%",percent,60.2
United Overseas Bank Limited_report,B-SOC_AGD_TOR_A50,"number and percentage % of employee attrition by age group 24 year: 2022, <30 years old: 1,457 31.8% , 30-50 years old: 2,755 60.2% , 50 years old: 368 8.0%",percent,8.0
United Overseas Bank Limited_report,B-SOC_DEV_ATH_M,"average training hours per employee by grade and gender grade: overall, gender: male, 2022: 50.9",hours,50.9
United Overseas Bank Limited_report,B-SOC_DEV_ATH_F,"average training hours per employee by grade and gender grade: overall, gender: female, 2022: 57.9",hours,57.9
United Overseas Bank Limited_report,B-SOC_OHS_FAT,"during the year, there were no legal proceedings taken against uob in respect of any data privacy breach, nor any fine or other sanction imposed on the bank by the singapore personal data protection commission pdpc . we made all notifications to the pdpc on time.",number,0
United Overseas Bank Limited_report,B-SOC_OHS_HCI,"workplace safety, health and well-being : number of recordable work-related injuries, 2022: 5, 2021: 8, 2020: 2, 2019: 9, 2018: 10",number,5
United Overseas Bank Limited_report,B-SOC_OHS_REC,"workplace safety, health and well-being : number of recordable work-related injuries, 2022: 5, 2021: 8, 2020: 2, 2019: 9, 2018: 10",number,5
United Overseas Bank Limited_report,B-SOC_OHS_RWI,This information is not provided in the report.,number,Not specified
United Overseas Bank Limited_report,B-GOV_BOC_BIN,"comprising a majority of independent and non-executive directors, our board collectively possesses skillsets, expertise and experience that span across industries, professions, markets, cultures and the public and private sectors, providing diversity in thought and opinion. our targets maintain a majority independent board. this was achieved in 2022, with 70 per cent of directors on the board being independent.",percent,70
United Overseas Bank Limited_report,B-GOV_BOC_WOB,"ensure at least one female director on the board. this was achieved in 2022, with 20 per cent two out of 10 of directors on the board being female.",percent,20
United Overseas Bank Limited_report,B-GOV_MAD_WMT,"promoting gender diversity across the group category: senior management, women: 37.2%, men: 62.8%",percent,37.2
United Overseas Bank Limited_report,B-GOV_ETB_ACD,"total number and percentage of governance body members that the organization's anti-corruption policies and procedures have been communicated to, broken down by region. b total number and percentage of employees that the organization's anti-corruption policies and procedures have been communicated to, broken down by employee category and region. d total number and percentage of governance body members that have received training on anti-corruption, broken down by region. e total number and percentage of employees that have received training on anti-corruption, broken down by employee category and region.",number,"This question cannot be answered from the given context. The text mentions that disclosures were made to governance body members and employees, but it does not state the total number of disclosures."
United Overseas Bank Limited_report,B-GOV_ETB_ACT_N,"all board directors, management executive committee and management committee members also receive regular training on aml/cft and sanctions, anti-bribery and anti-corruption, and anti-fraud.",number,"This question cannot be answered from the given context. While the report mentions that all employees receive anti-corruption training, it does not specify the number of employees who received it."
United Overseas Bank Limited_report,B-GOV_ETB_ACT_P,"all board directors, management executive committee and management committee members also receive regular training on aml/cft and sanctions, anti-bribery and anti-corruption, and anti-fraud.",percent,100
United Overseas Bank Limited_report,B-GOV_ALF_AFD,"this report is approved by the uob board of directors and is prepared in accordance with: the singapore exchange sgx securities trading limited mainboard listing rules 711a and 711b on sustainability reporting, as well as practice note 7.6 sustainability reporting guide issued in june 2016; the sgx core esg metrics published in december 2021; the global reporting initiative gri standards 2021 by the global sustainability standards board; the gri g4 financial services sector disclosures document issued in 2008 and refreshed in may 2013; the sustainability accounting standards board sasb financials sector standards on commercial banks, consumer finance and mortgage finance published in october 2018; the monetary authority of singapore's mas green finance industry taskforce's financial institutions climate-related disclosure document published in may 2021; the mas guidelines on environmental risk management for banks published in december 2020; the guidelines on responsible financing issued in october 2015 revised june 2018 by the association of banks in singapore; and the recommendations of the task force on climate-related financial disclosures tcfd issued in june 2017 and updated in october 2021. this report also serves as our communication on progress cop for the united nations global compact.",frameworks,"GRI Standards, GRI G4 Financial Services Sector Disclosures, SASB Financials Sector Standards, Monetary Authority of Singapore (MAS) Green Finance Industry Taskforce Financial Institutions Climate-Related Disclosure, MAS Guidelines on Environmental Risk Management for Banks, Association of Banks in Singapore Guidelines on Responsible Financing, TCFD Recommendations, UN Global Compact, Singapore Exchange (SGX) Securities Trading Limited Mainboard Listing Rules 711a and 711b, SGX Core ESG Metrics"
United Overseas Bank Limited_report,B-GOV_ASS_ASR,"this report is externally assured against the gri standards for sustainability reporting. the assurance, provided by ernst & young llp, validates the accuracy and reliability of figures and statements in this report that are related to the subject matters agreed as per the assurance statement.",assurance type,external
Sunrise Shares Holdings Ltd_report,B-ENV_GHG_AET,This document does not contain information on greenhouse gas emissions.,tCO2e,null
Sunrise Shares Holdings Ltd_report,B-ENV_GHG_AE1,This document does not contain information on greenhouse gas emissions.,tCO2e,null
Sunrise Shares Holdings Ltd_report,B-ENV_GHG_AE2,This document does not contain information on greenhouse gas emissions.,tCO2e,null
Sunrise Shares Holdings Ltd_report,B-ENV_GHG_AE3,This document does not contain information on greenhouse gas emissions.,tCO2e,null
Sunrise Shares Holdings Ltd_report,B-ENV_GHG_EIT,This document does not contain information on greenhouse gas emissions or any relevant organizational metrics to calculate emission intensity.,tCO2e/[Organisation-Specific Metric],null
Sunrise Shares Holdings Ltd_report,B-ENV_GHG_EI1,This document does not contain information on greenhouse gas emissions or any relevant organizational metrics to calculate emission intensity.,tCO2e/[Organisation-Specific Metric],null
Sunrise Shares Holdings Ltd_report,B-ENV_GHG_EI2,This document does not contain information on greenhouse gas emissions or any relevant organizational metrics to calculate emission intensity.,tCO2e/[Organisation-Specific Metric],null
Sunrise Shares Holdings Ltd_report,B-ENV_GHG_EI3,This document does not contain information on greenhouse gas emissions or any relevant organizational metrics to calculate emission intensity.,tCO2e/[Organisation-Specific Metric],null
Sunrise Shares Holdings Ltd_report,B-ENV_ENC_TEC,This document does not contain information on energy consumption.,MWh or GJ,null
Sunrise Shares Holdings Ltd_report,B-ENV_ENC_ECI,This document does not contain information on energy consumption or any relevant organizational metrics to calculate energy consumption intensity.,MWhs or GJ/[Organisation-Specific Metric],null
Sunrise Shares Holdings Ltd_report,B-ENV_WAC_TWC,This document does not contain information on water consumption.,ML or m³,null
Sunrise Shares Holdings Ltd_report,B-ENV_WAC_WCI,This document does not contain information on water consumption or any relevant organizational metrics to calculate water consumption intensity.,ML or m³/[Organisation-Specific Metric],null
Sunrise Shares Holdings Ltd_report,B-ENV_WAG_TWG,This document does not contain information on waste generated.,tons,null
Sunrise Shares Holdings Ltd_report,B-SOC_GED_CEG_M,This document does not contain information on employee demographics.,%,null
Sunrise Shares Holdings Ltd_report,B-SOC_GED_CEG_F,This document does not contain information on employee demographics.,%,null
Sunrise Shares Holdings Ltd_report,B-SOC_GED_NHG_M,This document does not contain information on employee demographics.,%,null
Sunrise Shares Holdings Ltd_report,B-SOC_GED_NHG_F,This document does not contain information on employee demographics.,%,null
Sunrise Shares Holdings Ltd_report,B-SOC_GED_ETG_M,This document does not contain information on employee demographics.,%,null
Sunrise Shares Holdings Ltd_report,B-SOC_GED_ETG_F,This document does not contain information on employee demographics.,%,null
Sunrise Shares Holdings Ltd_report,B-SOC_AGD_CEA_U30,This document does not contain information on employee demographics.,%,null
Sunrise Shares Holdings Ltd_report,B-SOC_AGD_CEA_B35,This document does not contain information on employee demographics.,%,null
Sunrise Shares Holdings Ltd_report,B-SOC_AGD_CEA_A50,This document does not contain information on employee demographics.,%,null
Sunrise Shares Holdings Ltd_report,B-SOC_AGD_NHI_U30,This document does not contain information on employee demographics.,%,null
Sunrise Shares Holdings Ltd_report,B-SOC_AGD_NHI_B35,This document does not contain information on employee demographics.,%,null
Sunrise Shares Holdings Ltd_report,B-SOC_AGD_NHI_A50,This document does not contain information on employee demographics.,%,null
Sunrise Shares Holdings Ltd_report,B-SOC_AGD_TOR_U30,This document does not contain information on employee demographics.,%,null
Sunrise Shares Holdings Ltd_report,B-SOC_AGD_TOR_B35,This document does not contain information on employee demographics.,%,null
Sunrise Shares Holdings Ltd_report,B-SOC_AGD_TOR_A50,This document does not contain information on employee demographics.,%,null
Sunrise Shares Holdings Ltd_report,B-SOC_DEV_ATH_M,This document does not contain information on employee training hours.,hours,null
Sunrise Shares Holdings Ltd_report,B-SOC_DEV_ATH_F,This document does not contain information on employee training hours.,hours,null
Sunrise Shares Holdings Ltd_report,B-SOC_OHS_FAT,This document does not contain information on workplace accidents or fatalities.,Number of fatalities,null
Sunrise Shares Holdings Ltd_report,B-SOC_OHS_HCI,This document does not contain information on workplace accidents or injuries.,Number of injuries,null
Sunrise Shares Holdings Ltd_report,B-SOC_OHS_REC,This document does not contain information on workplace accidents or injuries.,Number of injuries,null
Sunrise Shares Holdings Ltd_report,B-SOC_OHS_RWI,This document does not contain information on workplace illnesses or health conditions.,Number of illnesses/health conditions,null
Sunrise Shares Holdings Ltd_report,B-GOV_BOC_BIN,This document does not provide information on the composition of the board of directors.,%,null
Sunrise Shares Holdings Ltd_report,B-GOV_BOC_WOB,This document does not provide information on the composition of the board of directors.,%,null
Sunrise Shares Holdings Ltd_report,B-GOV_MAD_WMT,This document does not provide information on the composition of the senior management team.,%,null
Sunrise Shares Holdings Ltd_report,B-GOV_ETB_ACD,This document does not contain information on anti-corruption disclosures.,Number of disclosures,null
Sunrise Shares Holdings Ltd_report,B-GOV_ETB_ACT_N,This document does not contain information on anti-corruption training.,Number of employees,null
Sunrise Shares Holdings Ltd_report,B-GOV_ETB_ACT_P,This document does not contain information on anti-corruption training.,%,null
Sunrise Shares Holdings Ltd_report,B-GOV_CER_LRC,This document does not contain information on sustainability or ESG-related certifications.,Number of certifications,null
Sunrise Shares Holdings Ltd_report,B-GOV_ALF_AFD,This document does not specify which sustainability reporting frameworks or disclosure practices were adopted.,frameworks,null
Sunrise Shares Holdings Ltd_report,B-GOV_ASS_ASR,This document does not specify the type of assurance provided for the sustainability report.,assurance type,null
iFast Corporation Ltd_report,B-ENV_GHG_AET,"scope 2 emissions: 171,206.45 kgco2 2021: 153,914.95 kgco2 the company’s scope 2 emissions are mainly from purchased energy/electricity for use in the company’s office for our business operations. scope 3 emissions: business travel: 85,533.8 kgco2 2021: 46,420.3 kgco2",tCO2e,0.257
iFast Corporation Ltd_report,B-ENV_GHG_AE1,"as the business operations and activities of the company mainly involves providing online trading services, the office equipment in use does not emit scope 1 emissions.",tCO2e,0
iFast Corporation Ltd_report,B-ENV_GHG_AE2,"scope 2 emissions: 171,206.45 kgco2 2021: 153,914.95 kgco2 the company’s scope 2 emissions are mainly from purchased energy/electricity for use in the company’s office for our business operations.",tCO2e,171.21
iFast Corporation Ltd_report,B-ENV_GHG_AE3,"scope 3 emissions: business travel: 85,533.8 kgco2 2021: 46,420.3 kgco2 in line with the company’s business plans and developments, and with the reopening of international boundaries post covid-19, employees of the company has also resumed business travel, which has led to an increase of the amount of the business travel trips taken by employees to the various regional offices.",tCO2e,85.53
iFast Corporation Ltd_report,B-ENV_GHG_EIT,No data on revenue or other suitable organisation-specific metrics is available in the provided text to calculate emission intensity.,tCO2e/[Organisation-Specific Metric],Not Available
iFast Corporation Ltd_report,B-ENV_GHG_EI1,"as the business operations and activities of the company mainly involves providing online trading services, the office equipment in use does not emit scope 1 emissions.",tCO2e/[Organisation-Specific Metric],Not Available
iFast Corporation Ltd_report,B-ENV_GHG_EI2,"scope 2 emissions: 171,206.45 kgco2 2021: 153,914.95 kgco2 the company’s scope 2 emissions are mainly from purchased energy/electricity for use in the company’s office for our business operations. table 3: energy consumption data year: 2022, energy consumption kilowatt-hours : 422,033, percentage change: +11.2%, average energy consumption kilowatt-hours : 1,465, percentage change: +10.4% year: 2021, energy consumption kilowatt-hours : 379,381, percentage change: +10.6%, average energy consumption kilowatt-hours : 1,327, percentage change: -8.0% year: 2020, energy consumption kilowatt-hours : 343,033, percentage change: -11.1%, average energy consumption kilowatt-hours : 1,441, percentage change: -33.5% table end.",tCO2e/kWh,0.4057
iFast Corporation Ltd_report,B-ENV_GHG_EI3,"scope 3 emissions: business travel: 85,533.8 kgco2 2021: 46,420.3 kgco2 in line with the company’s business plans and developments, and with the reopening of international boundaries post covid-19, employees of the company has also resumed business travel, which has led to an increase of the amount of the business travel trips taken by employees to the various regional offices. for a start, the company has focused on singapore-based employees travelling overseas for business. going forward, the company expects to expand the scope of measurements to include business travel to singapore.",tCO2e/business trip,Not Available
